"","csv1","csv2","csv3","csv4","csv5","csv6","csv7","csv8","csv9","csv10"
"41",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"42",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"43",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"44",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"45",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"46",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"47",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"48",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"49",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
"50",0.247921502483005,0.431038636038449,0.42506291958091,0.576829006709891,0.410022892225347,0.203755665171576,0.467743100662053,0.310696793484812,0.230172254121134,0.324584146037938
